Var1,Var66
12660,0
12661,0
12663,0
12664,0
12665,0
12666,0
12667,0
12668,0
12669,0
12670,0
12672,0
12673,0
12674,0
12675,0
12676,0
12677,0
12678,0
12680,0
12681,0
12682,0
12683,0
12684,0
12685,0
12687,0
12688,0
12689,0
12690,0
12691,0
12693,0
12694,0
12695,0
12696,0
12697,0
12699,0
12701,0
12702,0
12703,0
12704,0
12705,0
12706,0
12707,0
12710,0
12712,0
12713,0
12714,0
12716,0
12718,0
12720,0
12721,0
12722,0
12723,0
12724,0
12728,0
12729,0
12731,0
12734,0
12735,0
12736,0
12741,0
12743,0
12745,0
12747,0
12749,0
12750,0
12751,0
12752,0
12753,0
12756,0
12757,0
12760,0
12761,0
12763,0
12764,0
12765,0
12766,0
12767,0
12768,0
12769,0
12772,0
12777,0
12780,0
12781,0
12782,0
12783,0
12784,0
12787,0
12788,0
12789,0
12791,0
12792,0
12794,0
12796,0
12797,0
12798,0
12799,0
12800,0
12801,0
12803,0
12806,0
12807,0
12808,0
12809,0
12813,0
12815,0
12816,0
12820,0
12821,0
12823,0
12824,0
12825,0
12828,0
12830,0
12831,0
12832,0
12834,0
12835,0
12837,0
12839,0
12840,0
12841,0
12842,0
12844,0
12845,0
12847,0
12849,0
12850,0
12851,0
12856,0
12859,0
12860,0
12861,0
12862,0
12863,0
12868,0
12871,0
12872,0
12873,0
12874,0
12875,0
12876,0
12880,0
12881,0
12884,0
12885,0
12886,0
12888,0
12895,0
12896,0
12897,0
12898,0
12902,0
12905,0
12907,0
12908,0
12909,0
12910,0
12911,0
12914,0
12915,0
12916,0
12919,0
12921,0
12922,0
12924,0
12925,0
12928,0
12930,0
12931,0
12932,0
12933,0
12934,0
12935,0
12938,0
12940,0
12941,0
12942,0
12945,0
12946,0
12947,0
12948,0
12951,0
12952,0
12954,0
12955,0
12958,0
12962,0
12965,0
12969,0
12970,0
12971,0
12972,0
12973,0
12977,0
12978,0
12979,0
12980,0
12983,0
12984,0
12985,0
12986,0
12987,0
12989,0
12990,0
12991,0
12992,0
12993,0
12996,0
12997,0
12999,0
13002,0
13004,0
13006,0
13007,0
13008,0
13009,0
13011,0
13012,0
13013,0
13015,0
13016,0
13018,0
13019,0
13020,0
13021,0
13022,0
13023,0
13024,0
13026,0
13028,0
13029,0
13031,0
13032,0
13034,0
13038,0
13039,0
13042,0
13043,0
13044,0
13045,0
13046,0
13048,0
13050,0
13052,0
13053,0
13055,0
13056,0
13057,0
13059,0
13060,0
13061,0
13063,0
13065,0
13067,0
13068,0
13069,0
13070,0
13071,0
13072,0
13073,0
13075,0
13076,0
13078,0
13083,0
13084,0
13085,0
13087,0
13092,0
13093,0
13094,0
13095,0
13096,0
13097,0
13098,0
13100,0
13103,0
13104,0
13106,0
13108,0
13109,0
13110,0
13111,0
13117,0
13118,0
13123,0
13125,0
13126,0
13127,0
13128,0
13129,0
13132,0
13133,0
13134,0
13135,0
13138,0
13140,0
13144,0
13146,0
13147,0
13148,0
13149,0
13150,0
13151,0
13152,0
13154,0
13159,0
13162,0
13165,0
13168,0
13169,0
13170,0
13171,0
13172,0
13173,0
13175,0
13176,0
13177,0
13181,0
13183,0
13184,0
13189,0
13190,0
13191,0
13192,0
13194,0
13196,0
13197,0
13198,0
13200,0
13201,0
13202,0
13203,0
13204,0
13206,0
13207,0
13208,0
13209,0
13210,0
13213,0
13217,0
13219,0
13221,0
13223,0
13224,0
13229,0
13230,0
13234,0
13235,0
13236,0
13238,0
13241,0
13243,0
13244,0
13246,0
13247,0
13248,0
13249,0
13251,0
13254,0
13255,0
13257,0
13260,0
13261,0
13266,0
13268,0
13269,0
13271,0
13272,0
13277,0
13278,0
13280,0
13283,0
13284,0
13285,0
13286,0
13288,0
13294,0
13295,0
13297,0
13302,0
13303,0
13305,0
13308,0
13309,0
13310,0
13312,0
13316,0
13317,0
13318,0
13319,0
13320,0
13321,0
13322,0
13323,0
13326,0
13327,0
13329,0
13331,0
13333,0
13334,0
13338,0
13339,0
13340,0
13342,0
13343,0
13344,0
13345,0
13346,0
13347,0
13350,0
13351,0
13352,0
13353,0
13355,0
13357,0
13359,0
13361,0
13362,0
13363,0
13364,0
13365,0
13366,0
13367,0
13370,0
13377,0
13378,0
13379,0
13381,0
13382,0
13383,0
13384,0
13385,0
13389,0
13393,0
13394,0
13402,0
13406,0
13407,0
13408,0
13409,0
13410,0
13412,0
13414,0
13418,0
13420,0
13421,0
13422,0
13424,0
13427,0
13428,0
13429,0
13431,0
13432,0
13441,0
13442,0
13443,0
13445,0
13447,0
13448,0
13450,0
13453,0
13454,0
13455,0
13456,0
13460,0
13462,0
13463,0
13465,0
13467,0
13469,0
13471,0
13472,0
13473,0
13474,0
13475,0
13476,0
13477,0
13478,0
13479,0
13481,0
13483,0
13484,0
13487,0
13489,0
13496,0
13497,0
13498,0
13502,0
13503,0
13506,0
13507,0
13508,0
13509,0
13513,0
13514,0
13515,0
13517,0
13518,0
13519,0
13522,0
13524,0
13525,0
13528,0
13529,0
13530,0
13533,0
13534,0
13535,0
13536,0
13538,0
13539,0
13540,0
13541,0
13542,0
13543,0
13544,0
13546,0
13547,0
13549,0
13550,0
13551,0
13552,0
13553,0
13554,0
13555,0
13557,0
13560,0
13561,0
13562,0
13563,0
13566,0
13569,0
13571,0
13572,0
13573,0
13574,0
13575,0
13576,0
13577,0
13578,0
13579,0
13581,0
13582,0
13583,0
13584,0
13585,0
13586,0
13587,0
13588,0
13589,0
13590,0
13591,0
13592,0
13593,0
13596,0
13598,0
13602,0
13607,0
13608,0
13609,0
13610,0
13613,0
13614,0
13616,0
13617,0
13619,0
13621,0
13622,0
13624,0
13625,0
13626,0
13629,0
13631,0
13634,0
13635,0
13636,0
13637,0
13639,0
13641,0
13643,0
13644,0
13646,0
13648,0
13649,0
13651,0
13652,0
13653,0
13657,0
13658,0
13662,0
13665,0
13668,0
13669,0
13671,0
13672,0
13673,0
13674,0
13675,0
13677,0
13678,0
13679,0
13680,0
13682,0
13683,0
13684,0
13686,0
13688,0
13689,0
13690,0
13691,0
13692,0
13693,0
13695,0
13696,0
13697,0
13698,0
13705,0
13707,0
13708,0
13709,0
13711,0
13712,0
13713,0
13714,0
13716,0
13717,0
13718,0
13719,0
13722,0
13723,0
13724,0
13727,0
13729,0
13731,0
13732,0
13733,0
13734,0
13735,0
13736,0
13737,0
13739,0
13741,0
13742,0
13743,0
13744,0
13745,0
13746,0
13748,0
13749,0
13750,0
13751,0
13753,0
13755,0
13756,0
13757,0
13758,0
13761,0
13763,0
13766,0
13767,0
13768,0
13769,0
13770,0
13771,0
13772,0
13773,0
13775,0
13777,0
13778,0
13781,0
13782,0
13784,0
13786,0
13788,0
13789,0
13790,0
13791,0
13793,0
13794,0
13795,0
13797,0
13798,0
13799,0
13803,0
13804,0
13805,0
13806,0
13807,0
13811,0
13812,0
13813,0
13814,0
13815,0
13816,0
13818,0
13821,0
13822,0
13823,0
13824,0
13826,0
13827,0
13830,0
13831,0
13832,0
13833,0
13837,0
13838,0
13840,0
13842,0
13845,0
13846,0
13848,0
13850,0
13852,0
13854,0
13855,0
13856,0
13857,0
13858,0
13859,0
13864,0
13865,0
13866,0
13867,0
13868,0
13869,0
13872,0
13877,0
13878,0
13880,0
13882,0
13883,0
13884,0
13885,0
13886,0
13887,0
13889,0
13890,0
13891,0
13892,0
13893,0
13894,0
13896,0
13897,0
13898,0
13901,0
13902,0
13904,0
13905,0
13907,0
13908,0
13909,0
13910,0
13911,0
13912,0
13913,0
13916,0
13917,0
13918,0
13919,0
13920,0
13921,0
13922,0
13923,0
13924,0
13925,0
13926,0
13927,0
13929,0
13930,0
13931,0
13935,0
13937,0
13939,0
13940,0
13942,0
13944,0
13945,0
13946,0
13949,0
13950,0
13951,0
13952,0
13953,0
13954,0
13955,0
13956,0
13957,0
13958,0
13961,0
13962,0
13963,0
13964,0
13968,0
13970,0
13971,0
13972,0
13973,0
13975,0
13976,0
13977,0
13978,0
13979,0
13981,0
13985,0
13986,0
13989,0
13992,0
13994,0
13995,0
13996,0
13998,0
13999,0
14000,0
14001,0
14002,0
14004,0
14005,0
14006,0
14007,0
14008,0
14009,0
14010,0
14011,0
14012,0
14013,0
14014,0
14016,0
14017,0
14018,0
14020,0
14023,0
14025,0
14027,0
14028,0
14031,0
14033,0
14034,0
14035,0
14037,0
14038,0
14039,0
14040,0
14042,0
14043,0
14044,0
14045,0
14046,0
14047,0
14048,0
14050,0
14051,0
14052,0
14053,0
14054,0
14055,0
14056,0
14057,0
14058,0
14060,0
14061,0
14064,0
14065,0
14066,0
14067,0
14069,0
14070,0
14071,0
14072,0
14073,0
14074,0
14075,0
14076,0
14077,0
14079,0
14081,0
14084,0
14085,0
14088,0
14089,0
14092,0
14093,0
14094,0
14096,0
14100,0
14101,0
14103,0
14105,0
14106,0
14109,0
14110,0
14111,0
14113,0
14114,0
14115,0
14117,0
14118,0
14119,0
14120,0
14121,0
14122,0
14126,0
14127,0
14129,0
14131,0
14132,0
14133,0
14136,0
14137,0
14139,0
14140,0
14142,0
14143,0
14145,0
14146,0
14148,0
14149,0
14150,0
14151,0
14155,0
14156,0
14157,0
14158,0
14159,0
14160,0
14161,0
14164,0
14165,0
14166,0
14168,0
14171,0
14172,0
14177,0
14178,0
14180,0
14181,0
14183,0
14184,0
14185,0
14187,0
14188,0
14190,0
14191,0
14194,0
14195,0
14197,0
14199,0
14201,0
14202,0
14203,0
14204,0
14205,0
14206,0
14207,0
14210,0
14211,0
14213,0
14216,0
14217,0
14218,0
14223,0
14224,0
14226,0
14227,0
14228,0
14229,0
14231,0
14233,0
14234,0
14235,0
14236,0
14237,0
14241,0
14243,0
14244,0
14245,0
14246,0
14247,0
14248,0
14249,0
14251,0
14253,0
14254,0
14255,0
14256,0
14257,0
14258,0
14259,0
14260,0
14261,0
14262,0
14265,0
14266,0
14269,0
14270,0
14271,0
14272,0
14273,0
14274,0
14275,0
14276,0
14277,0
14278,0
14279,0
14280,0
14281,0
14283,0
14284,0
14285,0
14288,0
14289,0
14292,0
14294,0
14295,0
14298,0
14299,0
14300,0
14301,0
14302,0
14305,0
14306,0
14307,0
14312,0
14313,0
14315,0
14316,0
14317,0
14318,0
14319,0
14320,0
14321,0
14322,0
14323,0
14325,0
14326,0
14327,0
14328,0
14330,0
14331,0
14332,0
14334,0
14337,0
14344,0
14347,0
14348,0
14350,0
14351,0
14352,0
14355,0
14357,0
14358,0
14359,0
14360,0
14361,0
14362,0
14365,0
14366,0
14367,0
14368,0
14370,0
14371,0
14372,0
14373,0
14374,0
14376,0
14378,0
14384,0
14386,0
14389,0
14390,0
14391,0
14392,0
14395,0
14396,0
14397,0
14398,0
14399,0
14400,0
14402,0
14403,0
14404,0
14405,0
14407,0
14408,0
14409,0
14410,0
14411,0
14412,0
14415,0
14416,0
14417,0
14418,0
14419,0
14420,0
14421,0
14422,0
14423,0
14424,0
14426,0
14427,0
14428,0
14429,0
14430,0
14431,0
14432,0
14433,0
14435,0
14436,0
14437,0
14438,0
14439,0
14440,0
14441,0
14442,0
14444,0
14445,0
14446,0
14448,0
14450,0
14451,0
14452,0
14453,0
14454,0
14457,0
14459,0
14460,0
14462,0
14464,0
14466,0
14469,0
14471,0
14473,0
14474,0
14476,0
14477,0
14478,0
14479,0
14481,0
14482,0
14483,0
14485,0
14486,0
14487,0
14488,0
14490,0
14491,0
14492,0
14493,0
14494,0
14495,0
14496,0
14497,0
14498,0
14500,0
14501,0
14502,0
14503,0
14504,0
14507,0
14508,0
14509,0
14510,0
14511,0
14512,0
14513,0
14515,0
14516,0
14518,0
14519,0
14520,0
14521,0
14522,0
14523,0
14525,0
14526,0
14527,0
14528,0
14529,0
14530,0
14531,0
14532,0
14533,0
14536,0
14537,0
14538,0
14539,0
14540,0
14541,0
14542,0
14544,0
14545,0
14546,0
14547,0
14551,0
14552,0
14553,0
14554,0
14555,0
14556,0
14557,0
14558,0
14559,0
14562,0
14563,0
14566,0
14569,0
14571,0
14572,0
14573,0
14574,0
14576,0
14577,0
14579,0
14580,0
14582,0
14583,0
14584,0
14586,0
14587,0
14588,0
14589,0
14592,0
14593,0
14594,0
14595,0
14597,0
14598,0
14599,0
14602,0
14603,0
14604,0
14606,0
14607,0
14608,0
14609,0
14611,0
14612,0
14613,0
14614,0
14615,0
14621,0
14622,0
14623,0
14630,0
14631,0
14634,0
14635,0
14637,0
14640,0
14641,0
14642,0
14643,0
14644,0
14645,0
14649,0
14650,0
14651,0
14652,0
14654,0
14657,0
14658,0
14659,0
14661,0
14662,0
14663,0
14664,0
14665,0
14667,0
14669,0
14670,0
14671,0
14673,0
14674,0
14675,0
14677,0
14678,0
14681,0
14682,0
14688,0
14689,0
14692,0
14694,0
14697,0
14701,0
14703,0
14704,0
14705,0
14707,0
14708,0
14710,0
14712,0
14714,0
14715,0
14716,0
14717,0
14719,0
14720,0
14721,0
14722,0
14723,0
14724,0
14725,0
14728,0
14730,0
14731,0
14734,0
14735,0
14736,0
14741,0
14742,0
14743,0
14745,0
14746,0
14747,0
14748,0
14750,0
14751,0
14754,0
14755,0
14759,0
14762,0
14765,0
14768,0
14773,0
14774,0
14775,0
14778,0
14779,0
14780,0
14782,0
14785,0
14788,0
14790,0
14791,0
14792,0
14793,0
14794,0
14797,0
14798,0
14801,0
14802,0
14804,0
14806,0
14807,0
14811,0
14812,0
14813,0
14819,0
14820,0
14821,0
14824,0
14825,0
14826,0
14829,0
14832,0
14833,0
14835,0
14836,0
14838,0
14839,0
14840,0
14842,0
14843,0
14844,0
14847,0
14849,0
14850,0
14852,0
14853,0
14854,0
14855,0
14858,0
14859,0
14860,0
14861,0
14862,0
14870,0
14872,0
14876,0
14880,0
14881,0
14882,0
14884,0
14887,0
14888,0
14889,0
14892,0
14894,0
14896,0
14897,0
14898,0
14901,0
14902,0
14903,0
14904,0
14906,0
14907,0
14908,0
14909,0
14910,0
14912,0
14914,0
14915,0
14917,0
14919,0
14920,0
14921,0
14928,0
14930,0
14932,0
14934,0
14935,0
14942,0
14943,0
14944,0
14945,0
14946,0
14947,0
14948,0
14949,0
14951,0
14954,0
14958,0
14961,0
14966,0
14970,0
14971,0
14972,0
14973,0
14974,0
14975,0
14977,0
14978,0
14979,0
14980,0
14981,0
14982,0
14986,0
14987,0
14989,0
14990,0
14993,0
14995,0
14996,0
14997,0
14998,0
14999,0
15001,0
15002,0
15003,0
15005,0
15006,0
15007,0
15008,0
15009,0
15012,0
15013,0
15014,0
15015,0
15018,0
15019,0
15020,0
15022,0
15023,0
15024,0
15025,0
15026,0
15032,0
15033,0
15037,0
15038,0
15041,0
15044,0
15046,0
15048,0
15049,0
15051,0
15056,0
15057,0
15059,0
15060,0
15061,0
15062,0
15063,0
15064,0
15065,0
15066,0
15068,0
15069,0
15070,0
15071,0
15076,0
15077,0
15078,0
15079,0
15080,0
15082,0
15087,0
15088,0
15089,0
15090,0
15091,0
15092,0
15093,0
15096,0
15098,0
15100,0
15101,0
15103,0
15107,0
15108,0
15112,0
15113,0
15117,0
15119,0
15122,0
15126,0
15129,0
15133,0
15134,0
15135,0
15136,0
15137,0
15138,0
15144,0
15145,0
15149,0
15153,0
15154,0
15156,0
15157,0
15158,0
15162,0
15165,0
15168,0
15169,0
15170,0
15171,0
15172,0
15174,0
15176,0
15177,0
15178,0
15179,0
15180,0
15184,0
15185,0
15188,0
15189,0
15191,0
15193,0
15195,0
15197,0
15199,0
15200,0
15203,0
15204,0
15205,0
15206,0
15207,0
15208,0
15210,0
15211,0
15213,0
15214,0
15218,0
15220,0
15221,0
15223,0
15225,0
15227,0
15228,0
15229,0
15231,0
15232,0
15233,0
15238,0
15241,0
15242,0
15243,0
15244,0
15246,0
15247,0
15249,0
15250,0
15251,0
15252,0
15254,0
15256,0
15257,0
15258,0
15259,0
15260,0
15261,0
15262,0
15265,0
15269,0
15274,0
15276,0
15277,0
15278,0
15279,0
15280,0
15281,0
15282,0
15283,0
15284,0
15285,0
15286,0
15288,0
15289,0
15290,0
15292,0
15295,0
15297,0
15299,0
15300,0
15301,0
15304,0
15306,0
15308,0
15310,0
15313,0
15314,0
15316,0
15317,0
15318,0
15320,0
15321,0
15323,0
15324,0
15325,0
15327,0
15328,0
15330,0
15331,0
15335,0
15336,0
15337,0
15339,0
15341,0
15343,0
15345,0
15346,0
15347,0
15349,0
15350,0
15352,0
15353,0
15354,0
15355,0
15357,0
15358,0
15359,0
15360,0
15361,0
15362,0
15367,0
15371,0
15372,0
15376,0
15377,0
15379,0
15380,0
15381,0
15382,0
15383,0
15384,0
15385,0
15388,0
15391,0
15394,0
15396,0
15398,0
15403,0
15404,0
15406,0
15407,0
15409,0
15411,0
15412,0
15414,0
15415,0
15416,0
15417,0
15418,0
15419,0
15425,0
15428,0
15430,0
15431,0
15432,0
15435,0
15436,0
15437,0
15438,0
15440,0
15441,0
15442,0
15443,0
15444,0
15445,0
15446,0
15448,0
15449,0
15450,0
15451,0
15452,0
15457,0
15459,0
15460,0
15461,0
15462,0
15465,0
15466,0
15467,0
15470,0
15471,0
15474,0
15476,0
15477,0
15478,0
15479,0
15480,0
15482,0
15483,0
15484,0
15487,0
15490,0
15491,0
15493,0
15494,0
15495,0
15496,0
15497,0
15498,0
15499,0
15500,0
15503,0
15505,0
15506,0
15507,0
15509,0
15512,0
15513,0
15515,0
15516,0
15517,0
15520,0
15523,0
15524,0
15525,0
15526,0
15527,0
15529,0
15530,0
15532,0
15534,0
15535,0
15537,0
15538,0
15539,0
15540,0
15542,0
15544,0
15546,0
15547,0
15548,0
15549,0
15550,0
15551,0
15552,0
15553,0
15555,0
15556,0
15557,0
15558,0
15559,0
15560,0
15562,0
15563,0
15566,0
15568,0
15569,0
15570,0
15572,0
15573,0
15574,0
15575,0
15577,0
15579,0
15580,0
15581,0
15582,0
15583,0
15585,0
15587,0
15589,0
15592,0
15593,0
15594,0
15595,0
15596,0
15597,0
15598,0
15601,0
15602,0
15603,0
15605,0
15606,0
15608,0
15609,0
15610,0
15611,0
15612,0
15613,0
15614,0
15615,0
15619,0
15620,0
15624,0
15625,0
15626,0
15627,0
15628,0
15629,0
15630,0
15631,0
15632,0
15634,0
15635,0
15636,0
15640,0
15641,0
15642,0
15643,0
15644,0
